subject_id,story_id,frame_idx,timestamp_s,speech,landmarks,transcript,raw_face,target
1,1,25,1.0,-1.340763182138755,-0.7647317535170501,0.5827708879385909,-1.302105403566324,0.0
1,1,26,1.04,-1.3638843774527958,-0.8204179359831641,0.7054547747750813,-1.2575848369179938,0.0
1,1,27,1.08,-1.4526976320241929,-0.8677055769937169,0.7871603716146123,-1.2298163133016973,0.0
1,1,28,1.12,-1.3994335728097311,-1.0540875258927171,0.7661728604755541,-1.2685396209554944,0.0
1,1,29,1.16,-1.255788035893625,-1.239396533372284,0.6025950304398903,-1.2207108540371903,0.0
1,1,30,1.2,-1.2468717114653394,-1.4457980088083129,0.3111878650114942,-1.3179331670447767,0.0
1,1,31,1.24,-1.3083142562211625,-1.6362746689264531,-0.0794784357169776,-1.377840755739858,0.0
1,1,32,1.28,-1.4080411322762207,-1.827941497759291,-0.5487317059515006,-1.4431771569715721,0.0
1,1,33,1.32,-1.3133083401810004,-1.948991247368144,-1.0288986289239745,-1.3951711585623083,0.0
1,1,34,1.36,-1.0749703945979194,-2.050997694313909,-1.5050577564908358,-1.3419982456290867,0.0
1,1,35,1.4,-0.7365825055338118,-2.149840612895368,-1.9445777518862244,-1.300767543568969,0.0
1,1,36,1.44,-0.5409247956788881,-2.204325869081954,-2.218226977467803,-1.2617430471558648,0.0
1,1,37,1.48,-0.2435647870705101,-2.1501740974051375,-2.165470259637122,-1.0133193829811955,0.0
1,1,38,1.52,0.025479707765600913,-2.0140927119733587,-1.912856449473484,-0.7808523156357288,0.0
1,1,39,1.56,0.20342087112016075,-1.8379871530899057,-1.4256843339155303,-0.6175360355031697,0.0
1,1,40,1.6,0.3337853080716593,-1.6603178263243445,-0.6818318345320281,-0.43081343148905593,0.0
1,1,41,1.64,0.5703245084549154,-1.4859530827217655,0.12443905856097835,-0.253672812974237,0.0
1,1,42,1.68,0.6928040810412579,-1.3347612396836244,0.858237243313592,-0.2200689082646245,0.0
1,1,43,1.72,0.7886087166278605,-1.2333403259862457,1.1664047346338047,-0.25562409219746446,0.0
1,1,44,1.76,0.7722517455451301,-1.1990908535511937,0.8555891359217699,-0.24217327784651527,0.0
1,1,45,1.8,0.8121539379384864,-1.15095889450837,0.23338323409675665,-0.19236498266561042,0.0
1,1,46,1.84,0.7787955435639262,-1.0823698676000528,-0.7076994104001473,-0.05031563518596742,0.0
1,1,47,1.88,0.7138531016933952,-1.0088422135922805,-1.851189976607659,0.0649504797082936,0.0
1,1,48,1.92,0.6579514998215755,-0.9059055891715724,-2.550459315535505,0.3374511910331698,0.0
1,1,49,1.96,0.7090718720532802,-0.7207049616442305,-2.942658847079484,0.5742325435515885,0.0
1,1,50,2.0,0.666344522325497,-0.5231399711441842,-3.1649623268727924,0.7425660706870902,0.0
1,1,51,2.04,0.39296890480993646,-0.3296387261626421,-2.714678416347369,0.790136647027273,0.0
1,1,52,2.08,0.17594499612686124,-0.0705525293864129,-1.925730357058941,0.7698532725825997,0.0
1,1,53,2.12,-0.09999749304663043,0.2758724260331156,-1.2488797798109865,0.5908256101780208,0.0
1,1,54,2.16,-0.3124345173380321,0.6354865580877391,-0.4761520211846464,0.3608640432233957,0.0
1,1,55,2.2,-0.36036628138109666,1.0020512834792328,0.19557779437471076,0.09662776769410276,0.0
1,1,56,2.24,-0.1437142367664529,1.3698843961409257,0.4067267775248902,-0.16997280332736828,0.0
1,1,57,2.28,0.06109452619344317,1.5912310447292737,0.39834867181795236,-0.3569849499205054,0.0
1,1,58,2.32,0.1956251868257128,1.6709544528519238,0.38753464822442485,-0.5854264687080101,0.0
1,1,59,2.36,0.16266389616224602,1.6109672552130825,0.4070106765028048,-0.6777711276832505,0.0
1,1,60,2.4,0.0647946578065391,1.535432661867349,0.5476429447365156,-0.6396027262664958,0.0
1,1,61,2.44,-0.03332192904718156,1.3710703422600818,0.820798873802121,-0.6275561430510578,0.0
1,1,62,2.48,-0.025432016753497735,1.2075513353051945,0.9807074711884425,-0.7771491526911537,0.0
1,1,63,2.52,0.17385683635794016,1.0181196670455235,1.0307143952439075,-0.942723824641893,0.0
1,1,64,2.56,0.4578516128595224,0.9383415662568155,1.054999807398151,-0.998736511548837,0.0
1,1,65,2.6,0.5691962964282784,0.8562711993171449,0.9653753099790031,-1.033429112474858,0.0
1,1,66,2.64,0.6636565003828306,0.8188525683903983,0.6072323409704444,-0.9525389352378685,0.0
1,1,67,2.68,0.6560778770152146,0.8030900213868807,0.3720755259813837,-0.684603284794958,0.0
1,1,68,2.72,0.6650177584433171,0.8399375965356682,0.09571456554554215,-0.2098399754356649,0.0
1,1,69,2.76,0.7033761260276616,0.8636860770875741,-0.17173164370336969,0.14410392534776487,0.0
1,1,70,2.8,0.7921767607777316,0.8387492375047746,-0.103048810383368,0.411118197707615,0.0
1,1,71,2.84,0.8156748680887396,0.7668022417612756,0.11670369308664869,0.6579304979901719,0.0
1,1,72,2.88,0.8806156273164332,0.6813769221260956,0.140965300047092,0.8088743436485618,0.0
1,1,73,2.92,0.926543363732757,0.6020321400703106,0.24053419675785315,0.8552035741843974,0.0
1,1,74,2.96,0.960385517924855,0.5252098561604752,0.5335671687554253,0.7874835746219034,0.0
1,1,75,3.0,1.0167599424357308,0.5010023191504425,0.5879451378404187,0.7686549652576397,0.0
1,1,76,3.04,1.1308380793039257,0.5218906949890771,0.6916696572713799,0.7105364152258489,0.0
1,1,77,3.08,1.1946178149695288,0.549284683024926,0.9594942515452038,0.6543333193159979,0.0
1,1,78,3.12,1.1655636209889186,0.5571853603585767,1.212535379632121,0.6011553288093655,0.0
1,1,79,3.16,1.05354167367561,0.5450273013394585,1.3974530964533436,0.5592094142659484,0.0
1,1,80,3.2,0.9972631598068232,0.5040952698464166,1.6277442473861363,0.5042892519045717,0.0
1,1,81,3.24,0.9660686441291465,0.4634612329529996,1.6715140637202823,0.4477779553483227,0.0
1,1,82,3.28,0.9572515956286322,0.4516283137905575,1.4849307180612428,0.43378392123881615,0.0
1,1,83,3.32,0.9263801473769238,0.46706632416533356,1.1543713561133953,0.40241080407923774,0.0
1,1,84,3.36,0.9402737293366114,0.49078765946018854,0.6581828029851173,0.5648080434244332,0.0
1,1,85,3.4,0.9200870631418239,0.5406428396357974,-0.019540925260129714,0.6476392238432236,0.0
1,1,86,3.44,0.9069304787476421,0.6016104837441203,-0.5979388048844038,0.759388071397229,0.0
1,1,87,3.48,0.9095604495122086,0.6728555232478816,-0.9053749477506408,0.9092588565414597,0.0
1,1,88,3.52,0.9929337197702188,0.7197100466014893,-0.8916121659843314,1.1779928949559235,0.0
1,1,89,3.56,1.1067342205692183,0.7325316563485176,-0.6877130399114686,1.2300085241334888,0.0
1,1,90,3.6,1.204546249068244,0.6865747361613921,-0.4013258314621199,1.3682814868361162,0.0
1,1,91,3.64,1.2169204045401552,0.6075227207298003,-0.3266548163362178,1.4876841718339495,0.0
1,1,92,3.68,1.187622227347222,0.5340795186328529,-0.23116395504734485,1.551221701641165,0.0
1,1,93,3.72,0.9981070051928919,0.5192696696138319,-0.014945347291546228,1.448984196838921,0.0
1,1,94,3.76,0.7768849026150106,0.532568432657021,0.03884674952380665,1.4063296787172792,0.0
1,1,95,3.8,0.5456460271891169,0.5933333921793643,-0.002320806458429344,1.330501680978098,0.0
1,1,96,3.84,0.3209408539249639,0.7041978391907742,0.028483702101717995,1.2864742031254435,0.0
1,1,97,3.88,0.20505892392841626,0.8089672711523617,0.022641143425793226,1.2641656022574719,0.0
1,1,98,3.92,0.21605751887566882,0.8579692859526605,-0.19780788238134325,1.2933914700390852,0.0
1,1,99,3.96,0.33090462352339656,0.8908554632558242,-0.2939638196402172,1.324712199536488,0.0
1,1,100,4.0,0.20236417141436924,0.9105826253206161,-0.3015520925281638,1.3788687915725573,0.0
1,1,101,4.04,0.18760907631875826,0.9069210317584208,-0.3692565617721013,1.4150999375402669,0.0
1,1,102,4.08,0.2038684541165625,0.8914653266975671,-0.4463295503415817,1.4413469622541826,0.0
1,1,103,4.12,0.28020659464543946,0.8978527062196262,-0.4468825067876965,1.4424103511999402,0.0
1,1,104,4.16,0.2661817665439535,0.9101826852000665,-0.6041547524334555,1.440944302623062,0.0
1,1,105,4.2,0.46643056739766753,0.9173612986961641,-0.971110051517346,1.4220789412988721,0.0
1,1,106,4.24,0.5886257733434415,0.9247574764006249,-1.0024904400435637,1.3994710053888706,0.0
1,1,107,4.28,0.6108282456648702,0.9276795125151677,-0.6853923274072207,1.385845055053449,0.0
1,1,108,4.32,0.5604667453556349,0.906129395632426,-0.17979175904374078,1.3795414491548896,0.0
1,1,109,4.36,0.5215421684544095,0.8818112668344082,0.37327225127959146,1.3743134828553967,0.0
1,1,110,4.4,0.5662053987737623,0.8765738408314152,1.1607702509851712,1.3711665156903179,0.0
1,1,111,4.44,0.6359753429626155,0.8887978527713681,1.7003048292196936,1.3690542451514054,0.0
1,1,112,4.48,0.726588184055256,0.8997904754211021,1.7286391815589583,1.3561809846268391,0.0
2,1,0,0.0,-1.6771523296757818,-1.1423145942149386,0.31986634904143857,1.4059771171359714,0.0
2,1,1,0.04,-1.3114076847003802,-1.1423145942149386,0.4545353673539091,1.2024647397343868,0.2
2,1,2,0.08,-1.082158649218104,-1.1423145942149386,0.5593812332637201,1.3069709061685533,0.2999999999999999
2,1,3,0.12,-1.064453396272678,-1.1423145942149386,0.261830602770271,1.2503433843180929,0.5999999999999999
2,1,4,0.16,-1.2565734954555112,0.8174059171139938,-0.5710199771342198,0.9867025316461582,0.8
2,1,5,0.2,-1.1812597085762115,1.0335145953234424,-1.2194329558584673,0.9058193155914604,1.0
2,1,6,0.24,-1.2934328465603497,1.2823984902439007,-1.3421725880024664,1.1820712162216105,0.5999999999999999
2,1,7,0.28,-1.51657930488609,1.5940272113775655,-1.3465237958293996,1.079289439752092,0.0
2,1,8,0.32,-1.5797491431031052,1.9095599304700215,-0.820294152737438,0.6689651324228295,0.0
2,1,9,0.36,-1.4388623785814068,0.2570894848583187,0.06750906623488223,0.6722184020137192,0.0
2,1,10,0.4,-1.1561637564958753,0.4343001036744798,0.5629053835601282,0.5985578483745931,0.0
2,1,11,0.44,-0.7613985222916589,0.6044510872631897,0.37391068662217375,0.5943317956365057,0.0
2,1,12,0.48,-0.3031866227858538,0.6591136180229893,0.1761320640080421,0.6482169133248074,0.0
2,1,13,0.52,0.1263473924135688,0.7468811212401273,-0.23892354298577592,1.1252500774255458,0.0
2,1,14,0.56,0.5833461585436529,0.837615829870881,-1.0011293959443361,1.3536319589280954,0.0
2,1,15,0.6,0.7525631966528646,0.750147670929795,-1.2293649708581096,0.8483569477658417,0.0
2,1,16,0.64,0.815283103253928,0.7182275532065509,-0.8143750977532516,0.19683964246954733,0.0
2,1,17,0.68,0.8688221622398005,0.6180951039571099,-0.4512239085378517,-0.5545057465223339,0.0
2,1,18,0.72,0.8300011933887822,0.25134946891951876,-0.1838028599260977,-1.107328479281585,0.0
2,1,19,0.76,0.6674371160743025,-0.09531624748903197,0.7440244093562228,-1.2789557011131814,0.0
2,1,20,0.8,0.5657883131006483,-0.1933037936289924,1.527640353382408,-1.1793110661425856,0.0
2,1,21,0.84,0.546668321906934,-0.25778863298466825,1.773686243793242,-1.1692718767428694,0.0
2,1,22,0.88,0.5537936408156106,-0.05390953994962692,1.0847092578139652,-0.9140223306004077,0.0
2,1,23,0.92,0.5323553103920465,0.3209470131016303,0.31554443974787055,-0.7911520772365034,0.0
2,1,24,0.96,0.6111536143967466,0.501452207864381,0.6288533771870846,-1.0793820014974627,0.0
2,1,25,1.0,0.6757475352362111,0.4991254322365817,0.8645150034422313,-1.0393068701661385,0.0
2,1,26,1.04,0.7386482554773215,0.3057931563539973,0.8491467958255926,-1.0039138888616397,0.0
2,1,27,1.08,0.7766962109756966,-0.26911124078083815,1.2661871906437816,-0.8322294444919723,0.0
2,1,28,1.12,0.8777913597801972,-0.7929011120214318,1.7474640564315183,-0.9310376205972447,0.0
2,1,29,1.16,0.9626167851200608,-1.1863593477249699,0.8977934420671502,-1.1021077641905672,0.0
2,1,30,1.2,1.0196852142273123,-1.6244646033106764,-0.5907072768777571,-1.050014216848619,0.0
2,1,31,1.24,1.0411683976468618,-1.9196264077447822,-1.539608830960672,-0.9261484596238707,0.0
2,1,32,1.28,1.027235935769763,-1.7830455132176357,-1.5432016575201173,-0.7742209380309465,0.0
2,1,33,1.32,1.0492286211905468,-1.3964101803160653,-1.5838543116196868,-0.2930988869819076,0.0
3,1,0,0.0,-2.572595359738896,-0.9069642754742638,1.6870386824532966,0.8210860654746795,0.0
3,1,1,0.04,-2.2877105834623577,-0.9069642754742638,0.7561898419068858,0.8181109357997657,-0.2
3,1,2,0.08,-1.9040209499187732,-0.9069642754742638,0.17178454204764118,0.8253806311816303,-0.2
3,1,3,0.12,-1.7640952141726873,-0.9069642754742638,0.25490627769143676,0.842067304798835,-0.2999999999999999
3,1,4,0.16,-1.626753525218818,2.23398395408948,0.29152088112684554,0.8646205705178158,-0.2999999999999999
3,1,5,0.2,-1.3141165311145553,2.230769340875027,-0.1133296686113574,0.8930999132807531,-0.2999999999999999
3,1,6,0.24,-0.9190447932366588,2.255254154624992,-0.2756040190208323,0.9330084845486251,-0.2999999999999999
3,1,7,0.28,-0.5772637702734799,2.3070955267875943,-0.08353775884125303,0.965258148869329,-0.2999999999999999
3,1,8,0.32,-0.17901639728537314,2.3907036996780895,0.11024450900017713,0.9882970023507357,-0.2999999999999999
3,1,9,0.36,0.17326991651436477,-0.659574911538531,0.23510090943123804,0.9928270366418656,-0.2999999999999999
3,1,10,0.4,0.49812767031788163,-0.527238236544727,0.4366173211199282,0.9432699018444686,-0.2999999999999999
3,1,11,0.44,0.618505324049355,-0.40159367347321645,0.5885289139440315,0.8697415709407528,-0.2999999999999999
3,1,12,0.48,0.6190760489278214,-0.25613918879255476,0.6039322513870422,0.7842385858011331,-0.2999999999999999
3,1,13,0.52,0.59520772507824,-0.14088713031537156,0.6626323071660655,0.6673681492221635,-0.2999999999999999
3,1,14,0.56,0.5683029472215699,-0.07450001562934067,0.5464294819391913,0.537077238937268,-0.2999999999999999
3,1,15,0.6,0.5554019295863596,-0.05957023680349107,0.14247920873798087,0.42946280057207076,-0.2999999999999999
3,1,16,0.64,0.5283958542404468,-0.11895354088379251,0.019429305980193764,0.28377535151387123,-0.2999999999999999
3,1,17,0.68,0.4885777053962186,-0.2821078058978182,-0.0516480660326427,0.10050648097326802,-0.2999999999999999
3,1,18,0.72,0.42196184108234214,-0.3721028612451287,-0.8520108605347351,-0.06121736714133021,-0.2999999999999999
3,1,19,0.76,0.27727361348724266,-0.39858137034763524,-1.8801081714703223,-0.10459971782197612,-0.2999999999999999
3,1,20,0.8,0.1646340996664306,-0.30721131212886665,-2.506649781867042,0.05391123736216931,-0.2999999999999999
3,1,21,0.84,0.09832953983171698,-0.1368797438456897,-2.5268638413284608,0.010050359446359307,-0.2999999999999999
3,1,22,0.88,0.024578379201753014,-0.13775779315582062,-2.1049923626292033,-0.1936417922515407,-0.2999999999999999
3,1,23,0.92,0.11833208795325967,-0.2524840806462278,-1.0525063423378707,-0.38763366205772354,-0.2999999999999999
3,1,24,0.96,0.32377986729256225,-0.3976450980758813,0.1320946542885433,-0.8756218272394063,-0.2999999999999999
3,1,25,1.0,0.5055421523970323,-0.6427837622729184,1.0788658838641625,-1.6779785566444194,-0.2999999999999999
3,1,26,1.04,0.6742395320584749,-0.7558157027690261,1.3295025194900931,-2.211655393736794,-0.2999999999999999
3,1,27,1.08,0.8693137896529206,-0.5780615890450138,0.58089098453714,-2.11117438257731,-0.2999999999999999
3,1,28,1.12,0.9437600322416491,-0.27384720267604706,-0.21651228019966995,-2.00802113836244,-0.2999999999999999
3,1,29,1.16,0.9679133067520497,-0.05905328747756633,-0.2345525978538695,-1.6918570820564502,-0.2999999999999999
3,1,30,1.2,0.9670518663150001,0.05714974603945742,0.1297749395431911,-1.056995828776141,-0.2999999999999999
3,1,31,1.24,0.9102906829473656,-0.06474443494852505,0.4315712370036867,-0.3535584984134977,-0.2999999999999999
3,1,32,1.28,0.7773850828215912,-0.3181466429209507,1.023873056338958,-0.35025434816818696,-0.2999999999999999
3,1,33,1.32,0.4553661293875908,-0.6314196987634293,0.6849080417295608,-0.5389481748303447,-0.2999999999999999
4,1,0,0.0,-2.3579002669057214,-1.1961368293287145,0.1598858183351792,1.6504480509938317,0.0
4,1,1,0.04,-1.6781505895381494,-1.1961368293287145,0.8824922239534978,1.6391109474938796,-0.1
4,1,2,0.08,-1.056625812540635,-1.1961368293287145,1.3085956028514776,1.5850659761176367,-0.1
4,1,3,0.12,-0.5644955616994445,-1.1961368293287145,1.1735708245965086,1.5001206288331905,-0.1
4,1,4,0.16,-0.14904105864691697,0.3896120425566756,0.9547156742731464,1.4214375717376002,-0.1
4,1,5,0.2,0.6621793101041205,0.37024917412150676,1.3323661112525118,1.1878487545645442,-0.2
4,1,6,0.24,1.1806102902227276,0.3862403619779494,1.3964182370362332,0.9185552284063466,-0.2999999999999999
4,1,7,0.28,1.4729791730091601,0.42093893885184147,1.0485019930468855,0.6817008772793733,-0.2
4,1,8,0.32,1.603204165256341,0.42779395997883185,0.7017938375638887,0.5470890432213759,0.0
4,1,9,0.36,1.4994710413074759,-1.1621854410694246,0.6766340443623965,0.43429334851282836,0.0
4,1,10,0.4,1.3660428227098484,-1.1003621798375292,0.26707454940835845,0.4940456999691078,0.0
4,1,11,0.44,1.1959383214996784,-1.004524460161821,0.04319336710886305,0.632764659678127,0.0
4,1,12,0.48,0.8698946978290876,-0.8769424868984669,0.23463616730179165,0.6229825566553229,0.0
4,1,13,0.52,0.4939308346970053,-0.7364308040212737,0.42416392474997494,0.4973408906390546,0.0
4,1,14,0.56,-0.06134779405289231,-0.6081981781400358,0.4272182795258009,0.31352724661181325,0.0
4,1,15,0.6,-0.5306046359916298,-0.5451048249779787,0.3446148458125359,-0.0221854607661003,0.0
4,1,16,0.64,-0.945637314998008,-0.5647669550029757,-0.2674550276622914,-0.40008616477227604,0.0
4,1,17,0.68,-1.1419252256727668,-0.6420356539231977,-0.7637876787339993,-0.5384156329441072,0.0
4,1,18,0.72,-1.2523851249575553,-0.7058263187682191,-1.2516647291719967,-0.5095234011500136,0.0
4,1,19,0.76,-1.0410829146401792,-0.7005667158803319,-2.2121918882416307,-0.51849389871081,0.0
4,1,20,0.8,-0.848060185722648,-0.5928730886609518,-2.526844432421169,-0.4573186839232473,0.0
4,1,21,0.84,-0.5102292163624678,-0.42462178712665777,-1.7246967595144547,-0.2914447169413303,0.0
4,1,22,0.88,0.03272951383957198,-0.21654809979930184,-1.3624266104085336,-0.2053604968415058,0.0
4,1,23,0.92,0.45709768626729624,0.04190933314879075,-1.1011057226118983,-0.13696321266262088,0.0
4,1,24,0.96,0.7943750115669054,0.3105683684434534,-0.5193214426584524,-0.29987908698012644,0.0
4,1,25,1.0,0.7461315226888603,0.5588071443522223,-0.254205961429935,-0.37817479441246465,0.0
4,1,26,1.04,0.2304753538738296,0.8140753497553869,-0.5263950606853763,-0.6597873908902583,0.0
4,1,27,1.08,-0.20560634503540046,1.0887916970574885,-0.6581461636267131,-0.837193866178855,0.0
4,1,28,1.12,-0.585131984957159,1.3295396014075465,-0.3931334225649573,-1.2144493718518552,0.0
4,1,29,1.16,-0.7850330822272111,1.5298353834792817,0.18289282295148593,-1.256842658858855,0.0
4,1,30,1.2,-0.4965054346610313,1.643331789461419,0.46736947633316056,-1.35635181526711,0.0
4,1,31,1.24,0.12855607332341448,1.7188789297734923,0.37949300969739086,-1.4329010716443766,0.0
4,1,32,1.28,0.4837635569846634,1.7809444963571517,0.5347245711144252,-1.646679532028779,0.0
4,1,33,1.32,0.992383173429867,1.8540177408599812,0.6210195184558955,-1.9642802238893302,0.0
5,1,0,0.0,-2.334017017360606,-1.3369004225458299,0.9274734620477805,1.3828424415582705,0.0
5,1,1,0.04,-2.1146562137460174,-1.3369004225458299,1.081874511135176,1.364033511331202,-0.2
5,1,2,0.08,-1.3761170612813027,-1.3369004225458299,0.9069345974645336,1.3011307714964842,-0.2
5,1,3,0.12,-0.965675521121724,-1.3369004225458299,0.7836140580856125,1.2734421639280142,-0.2
5,1,4,0.16,-0.7681461529447464,-0.8046034005209071,0.7434689625900717,1.2116583369076148,-0.2
5,1,5,0.2,-0.4745250182426913,-0.8266204180666339,0.7925538119426417,1.1266798173541648,-0.2
5,1,6,0.24,-0.22284771558136734,-0.8239642378552527,0.8873289759839565,1.0223716723867888,-0.2
5,1,7,0.28,-0.44841924014637463,-0.8141176635769037,0.7887137826936717,0.9451224586928823,-0.2
5,1,8,0.32,-0.6307940556678673,-0.8011630333352072,0.7625405187426297,0.819562139673925,-0.2
5,1,9,0.36,-0.7374982485128023,-1.3122350417862,0.7927061698718978,0.7369628421049672,-0.2
5,1,10,0.4,-0.6171562283274317,-1.2527264607204411,0.7444861041257852,0.6235492175671468,-0.2
5,1,11,0.44,-0.4884597867345582,-1.2003311697010666,0.6639570159016299,0.5759099273729572,-0.2
5,1,12,0.48,-0.2864210273006967,-1.1287789050884045,0.9134571419879389,0.48695477583960706,-0.2
5,1,13,0.52,-0.1475112411402771,-1.0561033912357949,1.1190641675190074,0.49805611556322016,-0.2
5,1,14,0.56,-0.005225627624557294,-0.9911133183472847,1.1778724999167,0.4830274915626434,-0.2
5,1,15,0.6,0.18612611244116697,-0.9379071914985515,1.0081043253686786,0.5497980696404922,-0.2
5,1,16,0.64,0.20915872850038122,-0.8937344047018544,0.7328471771940553,0.6712907533616645,-0.2
5,1,17,0.68,0.1640200958785878,-0.8689384445525273,0.6108828265294189,0.7462390860287378,-0.2
5,1,18,0.72,0.014501997643181445,-0.8461440799052757,0.4778292563418087,0.7700967477914639,-0.2
5,1,19,0.76,-0.09382213439895558,-0.8227933759942997,0.3965545284118743,0.6437042040221489,-0.2
5,1,20,0.8,-0.21652108025376202,-0.8082731255189869,0.5145167409908121,0.3792961348545271,-0.2
5,1,21,0.84,-0.13588760498364663,-0.8053423732711739,0.6452188188982844,0.002687365084924393,-0.2
5,1,22,0.88,0.04847564297116157,-0.8115458714064834,0.6262740245428673,-0.2867477407292714,-0.2
5,1,23,0.92,0.3464657479639119,-0.8197241385297941,0.6233097486712612,-0.5660725436022033,-0.2
5,1,24,0.96,0.5602662390778459,-0.8298073546409007,0.30018844287326746,-0.6337571784126171,-0.3
5,1,25,1.0,0.591103756534198,-0.834628487835754,-0.4593085212876454,-0.6054376914276921,-0.3
5,1,26,1.04,0.47641578208041957,-0.8376388313306207,-0.889252694382878,-0.5229105811460032,-0.3
5,1,27,1.08,0.3769354877050012,-0.8402031618216298,-0.8067551417127342,-0.3877977539047029,-0.3
5,1,28,1.12,0.24188450547150034,-0.8408214152585642,-0.7725062980794034,-0.23902135243109857,-0.3
5,1,29,1.16,0.016662870600585203,-0.8374421627804233,-0.42132431830274336,-0.1175534609012094,-0.3
5,1,30,1.2,-0.001582910993386934,-0.8369968604127005,0.31416591166114866,-0.041547111116386745,-0.3
5,1,31,1.24,0.1205192904751736,-0.840702827853635,0.7513394684995818,0.01591515294777356,-0.3
5,1,32,1.28,0.05237308502380471,-0.8457871629067696,0.7081789048682048,0.0385756891399887,-0.3
5,1,33,1.32,-0.16590155794530873,-0.8539325631088639,0.737942940495954,0.03474035489943132,-0.3
5,1,34,1.36,-0.21670210702800677,-0.8615448973806361,0.7541827721753587,0.01041921525049468,-0.3
5,1,35,1.4,-0.298988435454282,-0.8610390132824548,0.933757921913735,0.020238638926009665,-0.3
5,1,36,1.44,-0.3643712993952213,-0.8514116702515706,0.9238083397015964,-0.002510178768340799,-0.3
5,1,37,1.48,-0.24978635994338794,-0.8435745973022921,0.3735760578794028,-0.03768686634473094,-0.3
5,1,38,1.52,-0.10174938986090402,-0.8455985778426012,-0.27324764685876735,-0.09139006617922703,-0.3
5,1,39,1.56,-0.15186375445150332,-0.8550705580486007,-0.9407737470242525,-0.1366697787982465,-0.3
5,1,40,1.6,-0.586640695252143,-0.8680416217509053,-1.7752960215728744,-0.22869638106507112,-0.3
5,1,41,1.64,-0.9800526603771401,-0.884095513833786,-2.0035792395047705,-0.3331891361441511,-0.3
5,1,42,1.68,-1.288331955147197,-0.8966059076619612,-1.4855542050638761,-0.4572944671352878,-0.3
5,1,43,1.72,-1.364449062832168,-0.8953483481926103,-0.902757091800419,-0.571425230953189,-0.3
5,1,44,1.76,-1.2956696214313612,-0.8858116112688631,-0.2369855455482468,-0.6931984983761882,-0.3
5,1,45,1.8,-0.9132544962011807,-0.8756207337833938,0.30515028355534984,-0.7608228982206677,-0.3
5,1,46,1.84,-0.6469104472216919,-0.8678705361015466,0.3965782962488382,-0.8119239238588445,-0.3
5,1,47,1.88,-0.4813546647256114,-0.8595194067385412,0.25762908363073483,-0.8668398109495498,-0.3
5,1,48,1.92,-0.28256723201970707,-0.8600219153150842,0.11892090125671474,-0.916607975249187,-0.3
5,1,49,1.96,-0.11705151869104599,-0.8727513627316904,0.08256799462035752,-0.9462550574508752,-0.3
